post_id;date;likes;owner_id;is_video;text;by_tag
Bu-lDr2DiNk;1552543026;85;10563400920;False;"Я долго думала как бы сделать удобным рисование на уроке.
⠀
Обычно художники мешают краски в отдельных пластиковых стаканчиках, вроде ничего страшного, удобно. Но когда на уроке много учеников, много фенов, воздушные потоки от них переворачивали стаканчики и пускали летать краску....в общем краска лилась рекой 🤣 А еще приходилось выливать в унитаз  излишки цвета , что тоже не очень хорошо, иногда это большой объем.
⠀
В итоге я нашла удобные баночки, намешала готовые замесы цвета, теперь удобно рисовать .  Сразу наливая на холст краску можно творить. И знать , какой цвет получится!
⠀
Мне важно, что бы Вам было удобно! Обнимаю вас ! 🖤
⠀
⠀
⠀

#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
Bu-uRdwBWGh;1552547858;11;5581158844;False;Арт-вечеринки - это приятное времяпровождения, положительные эмоции Вас гарантированы. Приглашаем! #artideaparty #art #праздник #положительныеэмоции #мкпорисованию #рисуемкаждыйдень #мкекб #лайкекб #екб;мкпорисованию
Bu2--vwgPnv;1552288182;40;3484930452;False;"Александра и её яркая весенняя  работа.
👏👏👏👏
Занятия с детьми по рисованию проходят каждую неделю по субботам с 14.00 по 16.00 для детей от 10 лет.

И с 11.00-13.00 для детей от 5 лет. 
Есть свободные места 😜";мкпорисованию
Bu2-PadgXOy;1552287794;15;3484930452;False;"Дарина и её четырёх лучевая мандала.

Фотоотчёт с детского мастер класса.

На этой неделе мк для взрослых по плетению мандалы в субботу 11.00

Стоимость 500 руб.";мкпорисованию
Bu237VlhKgj;1552284484;978;613747408;False;"АКВАРЕЛЬНЫЕ НАБРОСКИ 
ВЕСНА🌸
⠀
😍Присоединяйся к голосованию и приходи ЛИЧНО!
⠀
👯‍♀Будем учить тебя рисовать на МК, которое стоит всего ☕☕ чашки кофе!
⠀
🤷‍♀️Что именно мы изобразим на бумаге решать только ТЕБЕ!
⠀
💃🏻А сейчас скорее крути карусельку и
выбирай САМУЮ красивую иллюстрацию 🖼За неё и голосуй ниже👇 в комментариях!
⠀
👩🏻‍🎨Места ещё есть, ты можешь успеть ЗАБРОНИРОВАТЬ❗
Желающих ждем ровно в 15:00
⠀
🤯Ну, а пока Ты раздумываешь, мы запускаем ГОЛОСОВАНИЕ ! И, конечно же, открываем предварительную БРОНЬ уже на 17 МАРТА ⠀
⏰За 1 час творчества мы расскажем тебе максимум информации про АКВАРЕЛЬНУЮ ЖИВОПИСЬ!
🙈Уже хочется? ПИШИ🤩
⠀
🙋🏻‍♀Аккуратно напоминаем, что именно ТЫ определяешь иллюстрацию!
⠀🙋‍♀️Следуйте инструкции ниже и ГОЛОСУЙ
⠀
1⃣Выберите ОДИН эскиз, который Вы бы хотели нарисовать на нашем МК😄
2⃣Напишите номер выбранного эскиза в комментарии к этому посту 🖋
3⃣Вариант, который набрал больше всех голосов и будет считаться ЛУЧШИМ!
Поехали❗
⠀
👨🏻‍🎨Подведём итоги уже в пятницу и лучшую нарисуем вместе с вами на занятии в школе «Ты художник»
⠀
🏁Набор открыт!
ПИШИ❗ЖДЁМ🔻
📲What’s app: +77478747160
📥Direct
⠀
#мастеркласс
#творчество
#тыхудожник
#изобразительноеискусство
#кудапойтиалматы
#МКпорисованию
#динаживопись";мкпорисованию
Bu28H_YjQBm;1552286685;26;1803628878;False;"Привет всем.
Эта ссылка на видео знакомство со мной.
Я наконец то решилась 😁😊.
Для тех кто не знает меня и тех кто знаком, чтобы узнать меня поближе:)). 👍Ссылка:👍 https://vk.com/wall24595299_856

#5минутвидео #флэшмоб21день #тайнаяжизньхудожницы #мкповалянию #мкпорисованию #видеоконтент";мкпорисованию
Bu2AzGXgyhd;1552255580;47;9701695721;False;;мкпорисованию
Bu3ALE-j5h8;1552288807;79;10563400920;False;"Доброе утро, понедельник ! ⠀
Желаю вам и себе супер классной недели! ⠀ ⠀⠀
Я только сейчас увидела, что на абстракции слон ! 
Кто еще его заметил? ⠀

#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
Bu3QYhIhhb0;1552297306;55;8622151697;False;"Друзья, хотим вам рассказать, что у нас вы также можете написать свою собственную картину.
.
Вы можете написать ваши пожелания нам в директ, а мы расскажем вам сколько времени это займет и соориентируем вас по ценам и расписанию😊
.
На данном фото, уже наша постоянная гостья Наталья, впервые она пришла к нам на мастер-класс , а сейчас пишет портрет другу, в качестве подарка под руководством нашего художника @_khristina_borisova.
.
Лучший и оригинальный подарок для вашего близкого человека, сделанный своими руками, который он запомнит на всю жизнь. ❤️
.
.
#подарокдругу #подарочныесертификаты #прдароксвоимируками #картина #картинамаслом #картинаакрилом #индивидуальныймк #мкпорисованию #арттерапия #артстудия #картинывинтерьере #картиныснуля #мастерклассы #москва #москвадосуг #художник #fun #drawing #draw #painting #paint #gift #present #follow_yourheart";мкпорисованию
Bu3VS6ahz2T;1552299881;1082;613747408;False;"РОСПИСЬ НА ДОСКАХ Ещё одна идея для подарков на «Наурыз»💪
⠀
⭐С огромной радостью открываем набор на МК «Роспись досок»🎁
⠀
❤Уникально, оригинально, а главное, С ДУШОЙ! Такой подарок не останется незамеченным 😍🤩
приходите в компании друзей ! Занятие начнется  17 марта в 11:00 и 18:00
⠀
А придёте вдвоём, ещё и СКИДКУ сделаем! 😏 Только это всё между нами 👀
⠀
Вы главное места забронируйте и ни о чем не волнуйтесь ! Всю организацию курса берём на себя! 😍
⠀
👩🏻‍🎨Весь творческий процесс подробно объяснит наш арт-преподаватель! И спустя несколько часов у вас появится шедевр
⠀
😄И на этот раз никаких холстов! В этот раз будем рисовать на деревянных досках😍
⠀
🙋‍♀ЗАПИСЫВАЙТЕСЬ! Количество мест ограничено ☝
⠀
🗣Связаться со школой/Узнать цену/Записаться на МК👇
📲What's ap 
8747 8747 160
📥 Direct
⠀
#мастеркласс
#творчество
#тыхудожникалматы
#изобразительноеискусство
#кудапойталматы
#давайсходималматы
#хочурисовать
#МКпорисованию";мкпорисованию
Bu3zwgZleVN;1552315852;199;2353368993;False;"Весна - пора любви и цветов, именно поэтому мы дарим вам очередной мастер-класс по рисованию. На этот раз это лотос, нарисованный цветными карандашами. 😋
⠀
Для работы вам понадобятся:
- Цветные карандаши
- Белый карандаш
- Клячка
- Простой карандаш
⠀
🔅Как обычно начинайте с прорисовки эскиза. Не нажимайте сильно на карандаш, чтобы его потом было легче стереть.
🔅Раскрашивание начните с кончиков.
🔅Далее растягивайте цвет, смешивая его с желтыми лепестками.
🔅Уточните цвета, более плотно закрасьте.
🔅Протяните растяжку цвета к зеленому стеблю.
🔅Заполните остальные лепестки. 🔅Укажите тень и объём.
🔅Раскрашивайте стебель, не забывая про тени.
⠀
Хочешь научиться создавать такие прекрасные рисунки?
На нашем курсе «Цветные карандаши» мы детально учимся различным техникам и приемам, благодаря которым, тебе с легкостью будут даваться такие рисунки😉
⠀
Кстати, курс начинается 20 МАРТА и сейчас на него  очень приятная акция😍
⠀
Пиши +++ и мы расскажем все подробности!💜
#мастеркласспоживописи";мкпорисованию
