post_id;text;date;likes;owner_id;is_video;by_tag
Bw9qoWjnsvx;"Фотозона для именинника) 
#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556807361;7;3677867737;False;мастеркласскраснодар
Bw9qsqTnzI3;"Тематический Торт , который отражает полностью внутренний мир нашего именинника.
Кондитер @chudo_tort_krasnodar 
#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556807396;10;3677867737;False;мастеркласскраснодар
Bw9r3lNHatG;"Оформление фотозоны для корпоратива фирмы) 
#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556808010;7;3677867737;False;мастеркласскраснодар
Bw9rWzBnXQV;"Оформление витрины магазина в ТЦ Горизонт.

#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556807741;9;3677867737;False;мастеркласскраснодар
Bw9rfqAHU-s;"Оформление витрины магазина в ТЦ Горизонт.

#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556807814;7;3677867737;False;мастеркласскраснодар
Bw9rjfqnMF-;"Оформление витрины магазина в ТЦ Горизонт.

#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556807845;9;3677867737;False;мастеркласскраснодар
Bw9ro46HCnq;"Оформление фотозоны для маленькой девочки ) 
#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556807889;8;3677867737;False;мастеркласскраснодар
Bw9rr1Lnd5Z;"Оформление фотозоны для выпускников 
#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556807914;13;3677867737;False;мастеркласскраснодар
Bw9rv2EHvVc;"Оформление фотозоны для маленькой девочки ) 
#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556807946;11;3677867737;False;мастеркласскраснодар
Bw9sBzDHf3Q;"Оформление фотозоны для корпоратива фирмы) 
#интерьеркраснодар #интерьернаякомпозиция #интерьернаяфлористика 
#мастеркласскраснодар  #новогоднийдекоркраснодар #сбсмегамолл #галереякраснодар #краснаяплощадькраснодар #новогодняяфотосессиякраснодар #новогодняявитрина #новогоднийвеноккраснодар #лавиллакраснодар #коралловыебусы #ресторанситикраснодар #мамакраснодар #детикраснодар #жкмосковскийкраснодар #жкпанорамакраснодар #жкевропейскийкраснодар #галягуляйкраснодар #весеннийдворец 
#елкаиздерева #елканазаказ #изготовление #новыйгод #мастеркласскраснодар #коммерческаяфлористика #флористика #букетыназаказкраснодар #конференция #бизнесфлористика";1556808094;9;3677867737;False;мастеркласскраснодар
